Provider_Number,Hospital_Name,Address,City,State,ZIP_Code,County_Name,HBIPS-2_Overall_Rate_Per_1000,HBIPS-2_Overall_Num,HBIPS-2_Overall_Den,HBIPS-3_Overall_Rate_Per_1000,HBIPS-3_Overall_Num,HBIPS-3_Overall_Den,Multiple Antipsychotic Treatments,HBIPS-5_Overall_Num,HBIPS-5_Overall_Den,Post-Dicharge Plan Created,HBIPS-6_Overall_Num,HBIPS-6_Overall_Den,Post-Discharge Plan Transferred,HBIPS-7_Overall_Num,HBIPS-7_Overall_Den,Alcohol Screen,SUB-1_Numerator,SUB-1_Denominator,Tabacco Screen,TOB-1_Numerator,TOB-1_Denominator,Tabacco Use Treatment,TOB-2_Numerator,TOB-2/-2a_Denominator,Tabacco Use Treatment Stay,TOB-2a_Numerator,TOB-2/-2a__Denominator,PEoC_Assessed_Response,EHR_Use_Response,HIE_Response,FUH-30,FUH-30_Numerator,FUH-30_Denominator,FUH-7,FUH-7_Numerator,FUH-7_Denominator,Immunization,IMM-2_Numerator,IMM-2_Denominator,HCP Vaccine,HCP_Numerator,HCP_Denominator,Seclusion,Physical-Restraint,Number_Of_Patients,HCP_Coverage,Multiple Antipsychotic Treatments_norm,Post-Dicharge Plan Created_norm,Post-Discharge Plan Transferred_norm,Alcohol Screen_norm,Tabacco Screen_norm,Tabacco Use Treatment_norm,Tabacco Use Treatment Stay_norm,FUH-30_norm,FUH-7_norm,Immunization_norm,HCP Vaccine_norm,Seclusion_norm,Physical-Restraint_norm,HCP_Coverage_norm
140240,WESTLAKE COMMUNITY HOSPITAL,1225 WEST LAKE STREET ,MELROSE PARK,IL,60160,Cook,0.42,110.7,10894.0,0.0,0.0,10894.0,,,,43.54,91,209.0,29.19,61,209.0,97.66,585,599.0,98.5,590,599.0,49.28,205,416.0,31.01,129,416,No,Paper or Other Form,No,37.74,40,106.0,12.26,13,106.0,97.86,320,327.0,85.0,148,175.0,1.0161556820268038,0.0,599.0,3.422857142857143,,-2.457294615313476,-2.571485730250325,0.39369558617472206,0.34156942256032186,-0.6253431630629165,-0.2251809091116698,-1.3450693258053215,-1.6737317689611715,0.6573879115454602,0.2797034921329876,0.006328450529334965,-0.22658954234158202,-0.3631885681663354
140242,CENTRAL DUPAGE HOSPITAL,25 NORTH WINFIELD ROAD ,WINFIELD,IL,60190,DuPage,0.17,27.72,6905.0,0.0,0.0,6905.0,,,,98.84,342,346.0,98.55,341,346.0,98.71,459,465.0,99.78,464,465.0,50.24,106,211.0,33.18,70,211,Yes,Certified EHR Technology,Yes,72.6,53,73.0,56.16,41,73.0,98.11,156,159.0,98.0,105,107.0,0.401448225923244,0.0,465.0,4.345794392523365,,0.5057568130829494,0.6809218576317095,0.4446313934664956,0.42852809102208794,-0.5919878242344726,-0.14664776965339102,1.2918613057461439,1.9241628760221239,0.6668243521071473,0.929211496658106,-0.16077806236427178,-0.22658954234158202,-0.21350742168855227
140252,NORTHWEST COMMUNITY HOSPITAL 1,800 W CENTRAL ROAD ,ARLINGTON HEIGHTS,IL,60005,Cook,0.28,64.4,9659.0,0.28,64.4,9659.0,0.0,0,23.0,40.67,183,450.0,39.33,177,450.0,74.52,272,365.0,99.18,362,365.0,26.97,41,152.0,,,,No,Certified EHR Technology,Yes,72.84,59,81.0,46.91,38,81.0,73.23,238,325.0,78.0,130,166.0,0.6667356869241123,0.6667356869241123,450.0,2.710843373493976,-2.5446373846106716,-2.6110732337492393,-2.0960039981118617,-0.7288325859506524,0.38776621518063553,-1.4005073393781073,,1.3100157335020928,1.166064346042728,-0.27229021259196107,-0.07003158722669145,-0.08866040365999,-0.034085626262270935,-0.47866233124696667
140258,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD ,ELK GROVE VILLAGE,IL,60007,Cook,0.02,2.2,5438.0,0.0,0.0,5438.0,,,,98.77,400,405.0,94.57,383,405.0,99.67,302,303.0,99.36,310,312.0,,,,0.0,0,11,No,Paper or Other Form,No,,,,,,,98.99,98,99.0,78.0,78,100.0,0.04045605001838912,0.0,405.0,4.05,,0.5020061150723206,0.4942929331828844,0.4912012744189748,0.39999477793307087,,-1.3474448052412675,,,0.700040622884286,-0.07003158722669145,-0.25891278173096344,-0.22658954234158202,-0.2614790945304584
140281,NORTHWESTERN MEMORIAL HOSPITAL,211 E ONTARIO ST SUITE 1550,CHICAGO,IL,60611,Cook,0.14,26.83,8072.0,0.07,13.09,8072.0,,,,93.16,218,234.0,88.89,208,234.0,99.19,490,494.0,98.29,461,469.0,85.47,100,117.0,56.41,66,117,Yes,Paper or Other Form,No,66.42,91,137.0,40.88,56,137.0,97.74,303,310.0,97.0,177,183.0,0.33238354806739345,0.16216551040634292,494.0,2.699453551912568,,0.20141446022053147,0.22794813648204917,0.46791633394273524,0.32730276601581376,0.6320836204801921,0.694054916805511,0.8243847910304802,0.6718660610939978,0.6528584200758502,0.8792493424638661,-0.1795531030214444,-0.1797681460694871,-0.4805095224326069
140288,ADVOCATE GOOD SAMARITAN HOSPITAL,3815 S HIGHLAND AVENUE ,DOWNERS GROVE,IL,60515,DuPage,1.63,365.98,9368.0,0.0,0.0,9368.0,,,,90.74,343,378.0,79.63,301,378.0,98.23,555,565.0,99.12,564,569.0,66.95,160,239.0,48.95,117,239,Yes,Paper or Other Form,No,58.62,68,116.0,32.76,38,116.0,99.35,152,153.0,93.0,70,75.0,3.90670367207515,0.0,569.0,7.586666666666667,,0.0717474718530929,-0.2062689088436091,0.4213464529902567,0.38369002759649007,-0.011396457751871146,0.4240746309258982,0.23436588896216562,0.00637848666884126,0.7136290972931156,0.6794007256869066,0.7921158851415272,-0.22658954234158202,0.3120943760038306
140292,ADVENTIST GLENOAKS HOSPITAL,701 WINTHROP AVENUE ,GLENDALE HEIGHTS,IL,60139,DuPage,2.21,1003.07,18911.0,0.0,0.0,18911.0,,,,99.86,725,726.0,99.45,722,726.0,93.21,467,501.0,75.25,371,493.0,37.04,90,243.0,14.81,36,243,Yes,Certified EHR Technology,Yes,,,,,,,99.1,330,333.0,73.0,110,150.0,5.304161599069325,0.0,726.0,4.84,,0.56040984123782,0.7231243782357154,0.17782478384291914,-1.2379532662959751,-1.050623733125576,-0.8114651760352262,,,0.7041926567314284,-0.3198423581978908,1.1720109372948937,-0.22658954234158202,-0.13335759357228077
144016,ALTON MENTAL HEALTH CENTER,4500 COLLEGE AVENUE ,ALTON,IL,62002,Madison,1.82,231.67,5313.0,0.04,5.33,5313.0,,0,0.0,92.45,49,53.0,90.57,48,53.0,100.0,34,34.0,76.47,26,34.0,100.0,12,12.0,,,,Yes,Paper or Other Form,No,,,,,,,85.71,12,14.0,29.0,84,292.0,4.3604366647844905,0.10031996988518728,53.0,0.1815068493150685,,0.1633716661127296,0.30672617494285936,0.5072096709963894,-1.1550707854183544,1.1369305717065354,,,,0.19877690024746278,-2.5181771427444453,0.9154619377126945,-0.1976245605015516,-0.8888678906218295
140304,ADVENTIST BOLINGBROOK HOSPITAL,500 REMINGTON BOULEVARD ,BOLINGBROOK,IL,60440,Will,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141315,ILLINI COMMUNITY HOSPITAL,640 W WASHINGTON ,PITTSFIELD,IL,62363,Pike,0.65,3.0,191.0,0.0,0.0,191.0,,0,0.0,100.0,23,23.0,82.61,19,23.0,100.0,25,25.0,100.0,27,27.0,,,,,,,No,Paper or Other Form,Yes,,,,,,,100.0,21,21.0,,,,1.5706806282722512,0.0,27.0,,,0.5679112372590768,-0.06653167395479025,0.5072096709963894,0.4434741121639539,,,,,0.7381638427535024,,0.15707451544119475,-0.22658954234158202,
144005,AURORA CHICAGO LAKESHORE HOSPITAL,4840 N MARINE DR ,CHICAGO,IL,60640,Cook,0.14,137.83,41265.0,0.07,69.26,41265.0,56.0,14,25.0,2.81,1158,41265.0,2.76,1138,41265.0,22.59,882,3904.0,22.59,882,3904.0,9.2,359,3904.0,9.2,359,3904,Yes,Paper or Other Form,No,45.11,60,133.0,24.81,33,133.0,0.0,0,2436.0,65.0,335,515.0,0.3340118744698898,0.16784199684963044,41265.0,80.12621359223301,-0.5699481006124385,-4.639665043497677,-3.81083308532129,-3.2479720837238024,-4.815487235980818,-2.017928559150449,-1.014493246247643,-0.7875771067997477,-0.6451764661242612,-3.0364123819213713,-0.7195395917518097,-0.17911044701610077,-0.17812919694566684,12.076493908826263
144009,"AERIES HEALTHCARE OF ILLINOIS, INC., DBA RIVEREDGE HOSPITAL",8311 WEST ROOSEVELT ROAD ,FOREST PARK,IL,60130,Cook,0.08,71.61,39357.0,0.0,0.7,39357.0,100.0,47,47.0,99.02,1217,1229.0,96.66,1188,1229.0,96.34,369,383.0,95.04,364,383.0,72.83,126,173.0,41.62,72,173,Yes,Paper or Other Form,No,42.04,140,333.0,18.32,61,333.0,76.91,353,459.0,52.0,168,322.0,0.18194984373808978,0.0017785908478796656,1229.0,3.8167701863354035,0.9815934796718875,0.5154014651102792,0.5922965643632977,0.32966199986506406,0.10650927187461098,0.19290499257234753,0.15879909533641234,-1.0198024951779177,-1.1770747860773723,-0.133385807523926,-1.369047596276928,-0.2204480872981647,-0.2260760169520844,-0.2993040993341346
144010,CHICAGO READ MENTAL HEALTH CENTER,4200 N OAK PARK AVE ,CHICAGO,IL,60634,Cook,0.33,61.5,7801.0,0.0,0.0,7801.0,,0,0.0,100.0,77,77.0,94.81,73,77.0,93.48,258,276.0,69.93,193,276.0,90.53,86,95.0,66.32,63,95,Yes,Paper or Other Form,No,,,,,,,89.11,90,101.0,37.0,121,325.0,0.7883604666068453,0.0,276.0,0.8492307692307692,,0.5679112372590768,0.5055469386772864,0.1909225628608043,-1.5993752320901897,0.8078940522217818,1.0527016504606,,,0.32711249188640873,-2.118479909190526,-0.055597045452064404,-0.22658954234158202,-0.7805770161341363
144021,ANDREW MCFARLAND MENTAL HLTH CTR,901 SOUTHWIND RD ,SPRINGFIELD,IL,62703,Sangamon,0.08,98.48,49228.0,0.0,0.0,49228.0,,,,85.2,259,304.0,80.59,245,304.0,100.0,278,278.0,67.63,188,278.0,98.41,62,63.0,,,,Yes,Paper or Other Form,No,50.0,21,42.0,,,,96.39,80,83.0,51.0,173,338.0,0.20004875274234174,0.0,304.0,0.8994082840236687,,-0.2250934849880675,-0.16125288686600273,0.5072096709963894,-1.7556290894824262,1.0816857917719251,,-0.41768064127230453,,0.6019016410427396,-1.4190097504711678,-0.21552794920507848,-0.22658954234158202,-0.7724392711852535
144026,HARTGROVE HOSPITAL,5730 W ROOSEVELT ROAD ,CHICAGO,IL,60644,Cook,0.05,56.15,43132.0,0.08,82.33,43132.0,59.09,13,22.0,99.84,1215,1217.0,89.89,1094,1217.0,99.46,366,368.0,98.1,361,368.0,92.36,133,144.0,,,,Yes,Paper or Other Form,No,36.54,38,104.0,19.23,20,104.0,95.95,426,444.0,58.0,289,498.0,0.13018176759714364,0.19087916164332747,1217.0,2.4437751004016066,-0.4609875669061073,0.5593382132347835,0.2748398260420554,0.4810141129606197,0.3143948386660196,0.8714776668635029,,-1.4358414645850623,-1.102494282046967,0.5852935056541702,-1.0692746711114889,-0.23452109486823527,-0.17147776891335295,-0.5219752274582361
144028,MADDEN MENTAL HEALTH CENTER,1200 S FIRST AVE ,HINES,IL,60141,Cook,0.51,101.83,8280.0,0.05,10.38,8280.0,,0,0.0,95.6,413,432.0,95.6,413,432.0,98.94,466,471.0,87.26,411,471.0,98.8,246,249.0,61.45,153,249,Yes,Paper or Other Form,No,,,,,,,93.9,154,164.0,66.0,281,429.0,1.229830917874396,0.12536231884057972,471.0,1.097902097902098,,0.3321530765910065,0.5425913734296909,0.4557887607780272,-0.4220363848695607,1.0952363981709805,0.8764544665150621,,,0.5079146930483354,-0.6695774375575699,0.06441546932123757,-0.19039418370264724,-0.7402477200902945
144029,THE PAVILION,809 W CHURCH ST ,CHAMPAIGN,IL,61820,Champaign,0.05,26.61,21627.0,0.09,47.11,21627.0,,,,100.0,833,833.0,92.32,769,833.0,100.0,255,255.0,100.0,255,255.0,95.17,138,145.0,62.07,90,145,Yes,Paper or Other Form,No,63.48,73,115.0,33.04,38,115.0,88.3,347,393.0,,,,0.12304064363989457,0.21782956489573216,833.0,,,0.5679112372590768,0.3887866316728703,0.5072096709963894,0.4434741121639539,0.9691115232259273,0.8988925063602845,0.6019930510201152,0.029326334062812258,0.29653842446654216,,-0.23646238956181365,-0.16369648726344027,
144031,ALEXIAN BROTHERS BEHAVIORAL HLTH HOSP,1650 MOON LAKE BLVD ,HOFFMAN ESTATES,IL,60194,Cook,0.12,133.15,46615.0,0.02,21.1,46615.0,,,,95.08,928,976.0,77.66,758,976.0,99.45,725,729.0,99.72,723,725.0,63.3,169,267.0,45.69,122,267,Yes,Paper or Other Form,No,60.5,265,438.0,35.84,157,438.0,87.21,484,555.0,94.0,995,1063.0,0.2856376702778076,0.04526439987128607,976.0,0.9181561618062088,,0.304290748512053,-0.2986455372768214,0.4805290100340318,0.4244519034379425,-0.13821623558918406,0.3060939698042441,0.37657557305042616,0.25880480800252165,0.2553955436175859,0.7293628798811465,-0.19226083993272788,-0.21352053402975574,-0.7693987569557857
144034,BHC STREAMWOOD HOSPITAL INC,1400 E IRVING PARK ROAD ,STREAMWOOD,IL,60107,Cook,0.06,53.85,36967.0,0.08,69.45,36967.0,,,,99.32,1028,1035.0,98.55,1020,1035.0,92.19,59,64.0,96.88,62,64.0,96.43,27,28.0,78.57,22,28,Yes,Paper or Other Form,No,,,,,,,98.26,453,461.0,68.0,209,307.0,0.14567046284524035,0.18787026266670273,1035.0,3.3713355048859937,,0.5314758851558292,0.6809218576317095,0.1283442853309106,0.2315123577883989,1.0128904054382601,1.4960338893379805,,,0.6724862164441598,-0.5696531291690902,-0.2303105361276802,-0.17234651622573913,-0.3715443018229018
144035,LINDEN OAKS AT EDWARD,801 SOUTH WASHINGTON ST ,NAPERVILLE,IL,60540,DuPage,0.08,177.33,98051.0,0.01,24.03,98051.0,,,,95.94,993,1035.0,91.79,950,1035.0,97.07,2053,2115.0,98.46,2050,2082.0,93.12,677,727.0,70.56,513,727,Yes,Certified EHR Technology,Yes,71.26,181,254.0,47.64,121,254.0,98.27,2161,2199.0,96.0,757,785.0,0.1808548612456783,0.02450765417996757,2199.0,2.8012738853503185,,0.3503707526426303,0.3639340362060676,0.365074513506011,0.33885196417089125,0.8978839767693545,1.2061488906924447,1.1904990841087677,1.2258926624627238,0.6728636740666271,0.8292871882696262,-0.2207457552443879,-0.21951354581689286,-0.46399639085272504
144037,ELGIN MENTAL HEALTH CENTER,750 S STATE ST ,ELGIN,IL,60123,Kane,0.13,42.48,13552.0,0.01,2.58,13552.0,,0,0.0,97.99,146,149.0,96.64,144,149.0,99.26,536,540.0,98.7,533,540.0,100.0,198,198.0,97.98,194,198,Yes,Paper or Other Form,No,,,,,,,83.93,235,280.0,46.0,410,901.0,0.31345926800472257,0.019037780401416765,540.0,0.5993340732519423,,0.46021262295389,0.5913587305720978,0.4713120544288538,0.355156714507473,1.1369305717065354,2.1984892980408346,,,0.13158944344825052,-1.6688205214423673,-0.1846976159420135,-0.2210928404961507,-0.8211050411636258
144038,CHOATE MENTAL HEALTH & DEVELOPMENT CTR,1000 N MAIN ST ,ANNA,IL,62906,Union,0.13,62.67,20653.0,0.0,1.0,20653.0,,,,99.34,150,151.0,98.68,149,151.0,100.0,116,116.0,93.04,107,115.0,90.79,69,76.0,27.63,21,76,Yes,Paper or Other Form,No,60.87,14,23.0,,,,100.0,24,24.0,68.0,154,225.0,0.30344259913813976,0.004841911586694427,151.0,0.6711111111111111,,0.5325475131588665,0.6870177772745109,0.5072096709963894,-0.029363647596898426,0.8169277898211522,-0.34750441665497983,0.40456364917417936,,0.7381638427535024,-0.5696531291690902,-0.1874206195244243,-0.22519155666295648,-0.8094643046764756
144039,GARFIELD PARK HOSPITAL,520 N RIDGEWAY AVE ,CHICAGO,IL,60624,Cook,0.37,77.68,8793.0,0.64,134.6,8793.0,,,,99.81,513,514.0,93.0,478,514.0,,,,,,,,,,,,,Yes,Paper or Other Form,No,,,,,,,68.41,301,440.0,42.0,58,137.0,0.8834300011372684,1.5307631070169452,514.0,3.7518248175182483,,0.5577307712302284,0.4206729805736749,,,,,,,-0.4542247866212903,-1.8686691382193268,-0.02975265680823949,0.215381539257408,-0.30983688178114266
144040,CHICAGO BEHAVIORAL HOSPITAL,555 WILSON LANE ,DES PLAINES,IL,60016,Cook,0.01,2.48,17581.0,0.02,9.98,17581.0,,,,90.73,597,658.0,89.67,590,658.0,93.71,298,318.0,94.38,302,320.0,90.18,101,112.0,90.18,101,112,Yes,Paper or Other Form,No,,,,,,,32.7,104,318.0,46.0,91,198.0,0.014106137307320403,0.0567658267447813,658.0,3.323232323232323,,0.07121165785157504,0.2645236543388541,0.2020799301723352,0.061671208449012145,0.7957332516072452,1.9162042806331965,,,-1.8021259564526875,-1.6688205214423673,-0.2660759322417909,-0.21019977325892925,-0.3793456332587653
150082,DEACONESS HOSPITAL INC,600 MARY STREET ,EVANSVILLE,IN,47747,Vanderburgh,0.53,56.28,4397.0,0.65,68.48,4397.0,,,,95.58,216,226.0,88.94,201,226.0,98.91,364,368.0,100.0,369,369.0,95.71,223,233.0,62.23,145,233,Yes,Certified EHR Technology,Yes,56.25,54,96.0,35.42,34,96.0,99.64,278,279.0,97.0,271,280.0,1.279963611553332,1.557425517398226,369.0,1.3178571428571428,,0.33108144858797006,0.23029272096004935,0.4543334519982622,0.4434741121639539,0.9878739013169268,0.9046829682558257,0.055090914872178036,0.22438303691156516,0.724575368344673,0.8792493424638661,0.07804390271580336,0.22307966988273695,-0.7045756055295809
150002,METHODIST HOSPITALS INC,600 GRANT ST ,GARY,IN,46402,Lake,0.0,0.0,4830.0,0.25,29.0,4830.0,,,,95.45,168,176.0,95.45,168,176.0,,,,100.0,140,140.0,,,,,,,No,Paper or Other Form,No,50.0,17,34.0,,,,18.69,77,412.0,85.0,34,40.0,0.0,0.6004140786749482,412.0,10.3,,0.3241158665682319,0.5355576199956904,,0.4434741121639539,,,-0.41768064127230453,,-2.3309440855296373,0.2797034921329876,-0.26991064645002,-0.05323439774552767,0.7521403750753776
150004,FRANCISCAN ST. MARGARET HEALTH HAMMOND,5454 HOHMAN AVENUE ,HAMMOND,IN,46320,Lake,3.34,731.0,9131.0,0.04,9.1,9131.0,86.67,13,15.0,85.57,498,582.0,81.32,457,562.0,73.33,33,45.0,100.0,45,45.0,,,,,,,No,Certified EHR Technology,Yes,56.0,70,125.0,28.8,36,125.0,78.06,121,155.0,100.0,165,165.0,8.005694885554703,0.09966049720731573,582.0,3.5272727272727273,0.5115469054630224,-0.2052683669318894,-0.12702195348719864,-0.7865598342146625,0.4434741121639539,,,0.036180052626398736,-0.3181696407601756,-0.08997818094016474,1.0291358050465857,1.9064152502540028,-0.19781496739820845,-0.34625454107931014
150009,CLARK MEMORIAL HOSPITAL,1220 MISSOURI AVE ,JEFFERSONVILLE,IN,47130,Clark,0.36,22.78,2640.0,1.14,71.97,2640.0,,,,99.61,254,255.0,68.63,175,255.0,95.18,237,249.0,97.55,239,245.0,64.71,33,51.0,,,,Yes,Certified EHR Technology,No,,,,,,,78.01,110,141.0,98.0,2717,2785.0,0.862878787878788,2.7261363636363636,255.0,0.09156193895870736,,0.5470144911998615,-0.722077494003678,0.273390060380819,0.2770297858113547,-0.0892255816849072,,,,-0.09186546905250208,0.929211496658106,-0.03533944699478793,0.5605168568782702,-0.9034550765944949
150015,FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY,301 W HOMER ST ,MICHIGAN CITY,IN,46360,LaPorte,0.72,48.96,2837.0,0.48,32.8,2837.0,,,,81.51,216,265.0,79.25,210,265.0,83.33,230,276.0,95.8,274,286.0,62.42,93,149.0,48.32,72,149,Yes,Paper or Other Form,No,60.53,46,76.0,46.05,35,76.0,93.64,221,236.0,99.0,75,76.0,1.7257666549171662,1.1561508635882976,286.0,3.763157894736842,,-0.42280885154833514,-0.22408775087641128,-0.30145690762634164,0.15814098127378395,-0.16879196284859077,0.4012746872122043,0.37884487651991977,1.0955816719041032,0.4981007948641805,0.9791736508523458,0.19923422060473628,0.10722125132687928,-0.30799889334605257
150018,ELKHART GENERAL HOSPITAL,600 EAST BOULEVARD ,ELKHART,IN,46514,Elkhart,0.25,11.52,1955.0,0.3,14.2,1955.0,,,,44.79,146,326.0,38.34,125,326.0,100.0,220,220.0,98.63,216,219.0,17.59,19,108.0,12.96,14,108,Yes,Certified EHR Technology,Yes,79.31,23,29.0,51.72,15,29.0,97.89,232,237.0,99.0,86,87.0,0.5892583120204603,0.7263427109974424,326.0,3.7471264367816093,,-2.390317865123683,-2.1424267707762676,0.5072096709963894,0.35040116232596963,-1.7264167958476944,-0.8784173917024225,1.799428848422861,1.560275581632014,0.6585202844128627,0.9791736508523458,-0.10972241262010055,-0.016875529690290318,-0.3105988610115872
150021,PARKVIEW REGIONAL MEDICAL CENTER,11109 PARKVIEW PLAZA DRIVE ,FORT WAYNE,IN,46845,Allen,0.01,5.32,21769.0,0.11,55.55,21769.0,93.1,27,29.0,96.95,922,951.0,96.09,910,947.0,93.96,389,414.0,100.0,419,419.0,12.89,29,225.0,5.78,13,225,Yes,Certified EHR Technology,Yes,58.24,198,340.0,27.35,93,340.0,77.36,311,402.0,86.0,607,708.0,0.024438421608709633,0.25517938352703384,951.0,1.3432203389830508,0.7382835500363908,0.404487966795983,0.5655683013140944,0.21420750333704322,0.4434741121639539,-1.8897189755286177,-1.1382643692648382,0.20562137834858144,-0.4370067076218106,-0.11640021451288897,0.3296656463272275,-0.26326712948092174,-0.15291262419388188,-0.7004622248248367
150022,FRANCISCAN ST ELIZABETH HEALTH - CRAWFORDSVILLE,1710 LAFAYETTE RD ,CRAWFORDSVILLE,IN,47933,Montgomery,0.0,0.0,1689.0,0.0,0.0,1689.0,,,,18.12,27,149.0,14.77,22,149.0,89.84,115,128.0,88.32,121,137.0,,,,,,,Yes,Paper or Other Form,No,,,,,,,54.55,18,33.0,100.0,19,19.0,0.0,0.0,149.0,7.842105263157895,,-3.8193338071730976,-3.2476638937056155,0.014345097582655491,-0.35002373754966154,,,,,-0.9773810513612278,1.0291358050465857,-0.26991064645002,-0.22658954234158202,0.3535211815545982
150024,ESKENAZI HEALTH,720 ESKENAZI AVE ,INDIANAPOLIS,IN,46202,Marion,0.12,441.27,158472.0,0.07,269.62,158472.0,,,,100.0,220,220.0,97.27,214,220.0,20.81,67,322.0,,,,,,,,,,Yes,Certified EHR Technology,Yes,70.75,104,147.0,44.22,65,147.0,,,,92.0,61,66.0,0.2784529759200363,0.17013731132313595,322.0,4.878787878787879,,0.5679112372590768,0.6209004949949015,-3.3343204046565234,,,,1.1519209251273776,0.9456010978649362,,0.6294385714926667,-0.19421397911855104,-0.1774664800198311,-0.1270670097124239
150037,HANCOCK REGIONAL HOSPITAL,801 N STATE ST ,GREENFIELD,IN,46140,Hancock,0.0,0.0,2610.0,0.0,0.0,2610.0,100.0,17,17.0,100.0,223,223.0,100.0,223,223.0,100.0,223,223.0,100.0,223,223.0,,,,,,,Yes,Certified EHR Technology,Yes,,,,,,,100.0,330,330.0,92.0,24,26.0,0.0,0.0,330.0,12.692307692307692,0.9815934796718875,0.5679112372590768,0.7489148074937187,0.5072096709963894,0.4434741121639539,,,,,0.7381638427535024,0.6294385714926667,-0.26991064645002,-0.22658954234158202,1.1401227197491188
150042,GOOD SAMARITAN HOSPITAL,520 SOUTH 7TH STREET ,VINCENNES,IN,47591,Knox,1.8,183.17,4231.0,0.0,0.0,4231.0,,,,98.13,630,642.0,95.79,615,642.0,97.33,401,412.0,99.78,448,449.0,97.1,268,276.0,,,,Yes,Paper or Other Form,No,69.75,83,119.0,20.17,24,119.0,94.15,338,359.0,98.0,509,521.0,4.329236587095249,0.0,642.0,1.2322456813819578,,0.4677140189751468,0.5515007944460927,0.37768718959730757,0.42852809102208794,1.0361696523289445,,1.0762774761442604,-1.025455080081493,0.5173511336100226,0.929211496658106,0.906980283337283,-0.22658954234158202,-0.7184599965972062
150046,TERRE HAUTE REGIONAL HOSPITAL,3901 S 7TH ST ,TERRE HAUTE,IN,47802,Vigo,0.06,11.48,7882.0,0.0,0.0,7882.0,,,,99.63,271,272.0,99.63,271,272.0,99.83,579,580.0,100.0,580,580.0,99.73,366,367.0,15.8,58,367,Yes,Certified EHR Technology,Yes,68.61,94,137.0,47.45,65,137.0,100.0,361,361.0,94.0,412,439.0,0.14564831261101244,0.0,580.0,1.3211845102505695,,0.548086119202898,0.7315648823565162,0.4989629212443878,0.4434741121639539,1.1275493826610359,-0.7756366930565645,0.9900439443035067,1.2103209088739582,0.7381638427535024,0.7293628798811465,-0.2303165576072716,-0.22658954234158202,-0.7040359760299795
154020,REGIONAL MENTAL HEALTH CENTER,8555 TAFT ST ,MERRILLVILLE,IN,46410,Lake,0.61,52.16,3583.0,0.0,0.0,3583.0,61.73,50,81.0,97.27,392,403.0,97.27,392,403.0,88.59,357,403.0,47.15,190,403.0,100.0,118,118.0,35.59,42,118,Yes,Certified EHR Technology,No,88.61,70,79.0,82.28,65,79.0,,,,32.0,18,57.0,1.4557633268210997,0.0,403.0,7.0701754385964914,-0.367895072089048,0.4216340148445695,0.6209004949949015,-0.046292768240884616,-3.1469677848706823,1.1369305717065354,-0.059428937351800104,2.5029129239658507,4.064869211488268,,-2.3682906801617256,0.12583456654197375,-0.22658954234158202,0.22833028565942134
150048,REID HOSPITAL & HEALTH CARE SERVICES,1100 REID PKWY ,RICHMOND,IN,47374,Wayne,0.66,188.62,11946.0,0.24,70.18,11946.0,61.76,21,34.0,99.75,802,804.0,96.89,779,804.0,99.3,564,568.0,98.84,512,518.0,,,,0.0,0,133,Yes,Paper or Other Form,Yes,60.82,59,97.0,31.96,31,97.0,86.53,289,334.0,43.0,49,114.0,1.5789385568391094,0.5874769797421732,804.0,7.052631578947368,-0.3668372028297632,0.5545158872211182,0.6030816529620993,0.4732524661352067,0.36466781887047867,,-1.3474448052412675,0.40078147672502373,-0.05918679159964681,0.22972842528979703,-1.818706984025087,0.15931941036288527,-0.05696967434179623,0.22548503802543995
150056,INDIANA UNIVERSITY HEALTH METHODIST HOSPITAL (INDIANAPOLIS),1701 N SENATE BOULEVARD ,INDIANAPOLIS,IN,46202,Marion,0.76,121.8,6662.0,1.31,209.67,6662.0,,,,66.08,298,451.0,62.31,281,451.0,85.71,252,294.0,99.39,327,329.0,47.73,63,132.0,18.94,25,132,Yes,Certified EHR Technology,Yes,60.24,50,83.0,37.35,31,83.0,98.99,293,296.0,99.0,171,173.0,1.8282797958571,3.1472530771540073,451.0,2.606936416184971,,-1.2495698558911355,-1.0184329720229173,-0.1860024110983215,0.40203287172514357,-0.6791981372130084,-0.6619988783565665,0.35690827631481586,0.38255927073429313,0.700040622884286,0.9791736508523458,0.22710213295580622,0.6821041936122386,-0.49551386963991223
150058,MEMORIAL HOSPITAL OF SOUTH BEND,615 N MICHIGAN ST ,SOUTH BEND,IN,46601,St Joseph,0.1,9.07,3849.0,0.05,4.33,3849.0,,,,96.81,273,282.0,96.1,271,282.0,95.92,188,196.0,90.82,178,196.0,,,,0.0,0,50,Yes,Certified EHR Technology,No,67.14,47,70.0,41.43,29,70.0,94.06,95,101.0,100.0,33,33.0,0.23564562223954275,0.11249675240322163,282.0,8.545454545454545,,0.3969865707747262,0.5660372182096941,0.3092876769483545,-0.18018258821027477,,-1.3474448052412675,0.8788480742983245,0.7169421899035834,0.513954015007815,1.0291358050465857,-0.20585103920090908,-0.1941088070089168,0.4675897457896664
